"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"1","Avorion","PC",2014,"Sandbox","Unknown",0,0,0,0,0
"2","Blockland","PC",2007,"Sandbox","Unknown",0,0,0,0,0
"3","Minecraft","NS",2018,"Sandbox","Mojang",0.69,0.56,0.52,0.12,1.89
"4","PixARK","NS",2019,"Sandbox","Snail Game",0,0,0,0,0
"5","PixARK","PC",2018,"Sandbox","Snail Games USA",0,0,0,0,0
"6","PixARK","PS4",2019,"Sandbox","Snail Game",0,0,0,0,0
"7","PixARK","XOne",2019,"Sandbox","Snail Game",0,0,0,0,0
"8","Planet Explorers","PC",2013,"Sandbox","Unknown",0,0,0,0,0
"9","Windward","PC",2001,"Sandbox","Unknown",0,0,0,0,0
