"","Global_Sales"
"798",0.03
"809",0.32
"810",4.28
"811",3.54
"813",0.53
"814",5.54
"815",5.53
"816",0.38
"817",4.75
"818",4.76
"827",0.37
"831",0.13
"832",4.11
"833",3.79
"834",1.58
"835",0.32
"836",2.39
"837",0.33
"838",1.93
"839",0.27
"840",0.53
"842",0.39
"844",0.08
"845",0.11
"846",0.64
"847",0.2
"849",0.07
"850",0.06
"851",0.35
"852",0.11
"854",0.3
"855",0.3
"856",0.28
"857",0.3
"858",0.18
"860",0.03
"861",0.03
"862",0.01
"883",0.06
"884",0.06
"885",0.44
"886",0.44
"889",0.33
"890",0.39
"906",0.16
"907",0.03
"911",1.23
"912",1.21
"914",0.94
"915",0.93
"917",0.57
"918",1.01
"929",0.17
"931",0.04
"938",0.45
"940",0.1
"941",0.34
"942",0.17
"948",0.08
"949",0.05
"950",0.03
"951",0.42
"952",0.42
"953",0.29
"954",0.29
"956",0.43
"957",0.42
"958",0.44
"959",0.44
"960",0.22
"961",0.22
"968",0.02
"969",0.02
"970",0.01
"971",0.95
"972",0.95
"973",0.57
"974",0.57
"976",0.6
"977",0.59
"978",0.8
"979",0.81
"980",1.7
"981",1.7
"982",0.84
"983",0.84
"985",0.72
"986",0.72
"987",1.23
"988",1.23
"994",0.16
"995",0.09
"996",0.4
"998",0.16
"999",0.03
"1002",0.09
"1003",0.03
"1005",0.2
"1006",0.21
"1007",0.21
"1008",0.73
"1011",0.2
"1012",0.19
"1013",0.28
"1014",0.27
"1018",0.02
"1021",0.18
"1022",0.01
"1023",0.02
"1024",0.02
"1033",0.33
"1034",0.19
"1038",0.14
"1039",0.14
"1040",0.13
"1041",0.13
"1049",0.18
"1050",0.03
"1056",0.09
"1057",0.21
"1058",0.43
"1059",0.06
"1074",0.01
"1080",0.01
"1081",0.01
"1085",0.31
"1086",0.13
"1090",0.1
"1091",0.11
"1092",0.03
"1093",0.22
"1094",0.08
"1096",0.28
"1097",0.29
"1099",0.09
"1100",0.1
"1110",0.71
"1112",0.07
"1113",0.07
"1118",0.35
"1120",0.04
"1121",0.14
"1122",0.07
"1123",0.06
"1124",0.03
"1145",0.05
"1147",0.39
"1148",0.19
"1153",2.38
"1163",0.57
"1164",0.57
"1165",0.01
"1167",0.01
"1173",0.03
"1198",0.7
"1200",0.03
"1204",0.01
"1208",0.01
"1209",0.21
"1210",0.01
"1211",0.03
"1212",0.03
"1226",0.21
"1228",0.01
"1229",0.32
"1230",0.23
"1231",0.21
"1232",0.29
"1235",0.06
"1236",0.06
"1237",0.06
"1238",0.06
"1239",0.01
"1240",0.02
"1241",0.02
"1253",0.06
"1254",0.06
"1255",0.03
"1256",0.02
"1257",0.46
"1258",0.31
"1259",0.01
"1260",0.95
"1261",0.98
"1271",0.16
"1273",0.23
"1274",0.03
"1275",0.03
"1276",0.18
"1277",0.18
"1278",0.12
"1279",0.12
"1281",0.03
"1287",0.06
"1288",0.04
"1289",0.02
"1290",0.01
"1293",0.94
"1294",0.94
"1295",0.03
"1296",0.03
"1297",0.5
"1298",0.52
"1299",1.09
"1300",1.07
"1303",0.02
"1304",0.02
"1305",0.01
"1306",0.16
"1307",0.15
"1310",0.53
"1311",0.02
"1313",0.07
"1314",0.07
"1316",0.11
"1317",0.11
"1322",0.25
"1323",0.25
"1331",0.08
"1333",0.18
"1334",0.39
"1339",1.69
"1345",0.04
"1347",0.15
"1351",0.03
"1357",0.09
"1358",0.05
"1359",0.05
"1360",0.2
"1361",0.05
"1362",0.06
"1363",0.18
"1374",0.03
"1375",0.01
"1376",0.01
"1377",0.02
"1378",0.01
"1379",0.03
"1380",0.02
"1381",0.06
"1382",0.02
"1385",0.06
"1386",0.08
"1387",0.06
"1388",0.06
"1389",0.05
"1394",0.18
"1395",0.18
"1407",0.42
"1408",0.42
"1409",0.12
"1410",0.12
"1412",0.94
"1413",0.94
"1414",1.11
"1415",1.12
"1416",0.66
"1417",0.67
"1418",0.15
"1421",0.04
"1422",0.03
"1423",0.02
"1424",0.02
"1425",0.04
"1426",0.22
"1427",0.1
"1431",0.11
"1432",0.04
"1433",0.07
"1435",0.17
"1436",0.06
"1444",0.02
"1455",0.3
"1457",0.18
"1458",0.17
"1459",0.19
"1460",0.16
"1461",0.01
"1462",0.03
"1464",0.02
"1466",0.09
"1473",0.13
"1480",0.34
"1481",0.14
"1482",0.04
"1484",0.35
"1485",0.36
"1487",0.14
"1492",0.07
"1495",0.01
"1498",0.11
"1499",0.11
"1500",0.03
"1501",0.01
"1502",0.04
"1503",0.04
"1504",0.06
"1505",0.06
"1506",0.07
"1508",0.05
"1511",0.02
"1517",0.46
"1518",0.46
"1522",0.03
"1523",0.02
"1526",0.31
"1527",0.16
"1529",0.26
"1533",0.05
"1539",0.02
"1552",0.03
"1554",0.05
"1556",0.03
"1557",0.1
"1559",0.2
"1561",0.03
"1570",0.11
"1571",0.06
"1573",0.1
"1574",0.05
"1575",0.01
"1576",0.05
"1578",1.25
"1579",1.25
"1593",0.47
"1594",0.47
"1597",1.14
"1604",0.34
"1605",0.2
"1608",0.4
"1609",0.63
"1611",0.42
"1615",0.4
"1616",0.4
"1620",0.11
"1621",0.11
"1622",0.06
"1623",0.06
"1629",0.04
"1630",0.11
"1631",0.06
"1633",0.12
"1634",0.11
"1649",0.17
"1650",0.24
"1651",0.24
"1665",0.48
"1666",0.49
"1668",0.41
"1669",0.41
"1670",0.64
"1671",0.64
"1672",0.45
"1673",0.46
"1674",0.32
"1675",0.32
"1682",0.09
"1683",0.09
"1684",0.07
"1685",0.07
"1686",0.07
"1688",0.02
"1689",0.02
"1692",0.06
"1693",0.22
"1694",0.22
"1703",0.06
"1704",0.16
"1705",0.26
"1706",0.14
"1710",0.05
"1711",0.05
"1716",0.09
"1717",0.09
"1718",0.07
"1719",0.07
"1721",0.23
"1729",0.02
"1742",0.03
"1743",0.03
"1744",0.13
"1745",0.01
"1746",0.03
"1750",0.74
"1751",1.3
"1752",1.35
"1753",0.77
"1754",0.77
"1755",0.03
"1756",0.03
"1758",0.36
"1759",0.36
"1767",0.16
"1768",0.16
"1769",0.15
"1770",0.15
"1772",0.12
"1773",0.12
"1774",0.03
"1775",0.03
"1776",0.82
"1777",0.82
"1778",0.02
"1783",0.04
"1784",0.04
"1787",0.14
"1788",0.14
"1789",0.03
"1790",0.02
"1792",0.09
"1805",0.08
"1806",0.09
"1814",0.22
"1815",0.03
"1816",0.01
"1817",0.02
"1826",0.28
"1827",0.08
"1828",0.08
"1830",0.22
"1831",0.04
"1833",1.09
"1835",0.2
"1836",0.92
"1845",0.01
"1846",0.04
"1851",0.04
"1853",0.02
"1854",0.36
"1855",0.31
"1862",0.15
"1863",0.28
"1864",1.06
"1866",0.16
"1867",0.86
"1868",0.22
"1869",0.16
"1870",0.8
"1871",0.06
"1872",0.01
"1873",0.25
"1874",0.12
"1880",0.02
"1893",0.22
"1894",0.12
"1895",0.11
"1897",0.05
"1901",0.04
"1902",0.04
"1903",0.05
"1905",0.22
"1906",2.29
"1907",2.39
"1911",0.23
"1912",0.08
"1917",0.08
"1918",0.64
"1919",0.79
"1926",0.08
"1927",2.09
"1929",0.04
"1930",0.14
"1931",1.38
"1932",0.07
"1933",1.5
"1934",0.04
"1937",0.06
"1938",0.33
"1939",0.28
"1941",1.54
"1944",0.29
"1945",0.59
"1946",2.02
"1948",1.42
"1949",0.2
"1950",1
"1951",0.99
"1957",0.23
"1958",0.15
"1959",0.26
"1960",0.27
"1961",0.16
"1964",0.47
"1965",0.47
"1966",0.46
"1967",0.22
"1968",0.1
"1969",0.1
"1976",0.17
"1977",0.17
"1980",0.33
"1981",0.13
"1982",0.12
"1983",0.14
"1984",0.14
"1987",0.01
"1990",0.07
"1991",0.07
"1995",0.03
"1996",0.09
"1997",0.43
"1998",0.35
"1999",0.22
"2002",0.37
"2003",0.21
"2004",0.58
"2006",0.01
"2007",0.06
"2008",0.05
"2013",0.09
"2014",0.09
"2024",0.48
"2027",0.14
"2028",0.09
"2029",0.09
"2030",0.13
"2031",0.03
"2032",0.05
"2033",0.04
"2034",0.02
"2041",0.21
"2043",0.25
"2045",2.99
"2046",1.97
"2047",2.09
"2048",0.01
"2049",2.21
"2050",0.04
"2051",1.59
"2052",0.09
"2053",1.35
"2055",0.1
"2060",0.84
"2061",0.21
"2062",0.44
"2063",0.04
"2066",0.06
"2071",0.67
"2075",0.04
"2076",0.03
"2092",0.49
"2093",0.49
"2095",0.08
"2096",0.08
"2097",0.02
"2099",0.37
"2102",0.02
"2104",0.22
"2105",0.09
"2113",2.41
"2118",1.21
"2120",0.14
"2124",0.02
"2125",0.02
"2126",0.01
"2127",0.19
"2130",0.21
"2131",0.21
"2132",0.08
"2135",0.51
"2136",0.51
"2137",1.55
"2138",0.37
"2139",1.73
"2140",0.14
"2141",0.26
"2142",1.97
"2143",0.86
"2145",0.33
"2146",0.14
"2147",0.42
"2148",0.19
"2149",0.09
"2150",0.29
"2151",1
"2152",0.07
"2153",1.73
"2154",0.6
"2155",1.43
"2156",1.02
"2157",0.6
"2158",0.14
"2159",0.65
"2160",1.12
"2161",0.42
"2164",0.56
"2165",0.85
"2166",0.55
"2167",0.53
"2168",0.46
"2169",0.19
"2170",0.1
"2172",0.06
"2173",0.03
"2176",1.04
"2177",0.69
"2178",0.01
"2179",0.63
"2180",1.07
"2181",0.57
"2184",0.09
"2185",0.09
"2186",0.16
"2187",0.16
"2190",0.39
"2193",0.03
"2194",0.17
"2195",1.08
"2197",0.38
"2198",0.06
"2199",0.02
"2200",0.02
"2201",0.22
"2202",0.02
"2204",0.04
"2207",0.19
"2208",0.08
"2211",0.31
"2212",0.31
"2218",0.35
"2221",0.15
"2223",0.81
"2224",0.81
"2226",0.28
"2227",0.28
"2228",0.33
"2238",0.81
"2239",0.45
"2240",0.31
"2241",0.15
"2242",0.04
"2243",0.04
"2247",0.04
"2248",0.01
"2249",0.29
"2251",0.05
"2252",0.05
"2264",1.15
"2269",0.04
"2272",0.08
"2273",0.03
"2274",0.07
"2275",0.06
"2276",0.07
"2277",0.07
"2281",0.04
"2284",0.47
"2301",0.05
"2311",0.01
"2312",0.42
"2327",0.03
"2328",0.02
"2330",0.02
"2331",0.06
"2338",0.05
"2339",0.31
"2345",0.64
"2346",0.84
"2347",1.12
"2348",0.28
"2350",0.35
"2351",0.35
"2352",0.61
"2353",0.02
"2354",0.04
"2355",0.04
"2356",0.13
"2357",0.16
"2358",0.16
"2359",0.2
"2360",0.2
"2361",0.55
"2364",0.47
"2365",0.18
"2366",0.19
"2371",0.15
"2372",0.28
"2373",0.47
"2374",0.25
"2375",0.45
"2377",0.5
"2378",0.81
"2381",0.02
"2382",0.03
"2387",0.37
"2388",0.37
"2392",0.03
"2397",0.1
"2399",0.79
"2404",6.27
"2406",4.73
"2407",0.34
"2413",0.02
"2414",0.05
"2415",0.06
"2416",0.04
"2425",0.06
"2428",0.02
"2431",0.18
"2434",2.45
"2435",1.66
"2437",0.81
"2438",1.47
"2445",0.27
"2446",0.27
"2448",0.51
"2449",0.51
"2450",0.83
"2451",0.83
"2453",1.87
"2454",0.08
"2455",0.08
"2456",1
"2457",1
"2459",2.11
"2460",0.16
"2461",0.16
"2462",0.32
"2463",0.32
"2465",0.86
"2466",0.86
"2468",1.39
"2469",0.05
"2470",0.05
"2471",0.34
"2472",0.34
"2473",0.13
"2474",0.13
"2475",0.57
"2476",0.57
"2478",0.25
"2479",0.25
"2480",0.71
"2481",0.71
"2482",0.3
"2483",0.3
"2484",0.25
"2485",0.25
"2486",0.34
"2487",0.34
"2488",0.24
"2489",0.24
"2490",0.92
"2491",0.24
"2496",0.14
"2497",0.14
"2498",0.26
"2499",0.27
"2500",0.61
"2501",0.16
"2504",0.09
"2505",0.18
"2506",0.03
"2507",0.15
"2508",0.07
"2509",0.07
"2511",0.16
"2512",0.3
"2513",0.15
"2515",0.37
"2516",0.08
"2517",0.11
"2520",0.07
"2521",0.07
"2522",0.47
"2523",0.48
"2524",0.19
"2525",0.19
"2526",0.23
"2527",0.13
"2528",0.27
"2529",0.26
"2531",0.05
"2532",0.05
"2533",0.04
"2534",0.04
"2535",0.06
"2536",0.06
"2537",0.01
"2538",0.34
"2539",0.34
"2540",0.5
"2541",0.49
"2542",0.19
"2543",0.19
"2544",0.55
"2545",0.54
"2546",0.18
"2547",0.18
"2548",0.29
"2549",0.29
"2551",0.45
"2552",0.45
"2553",0.23
"2554",0.23
"2557",0.01
"2558",1.97
"2559",1.97
"2560",0.07
"2561",0.05
"2562",0.12
"2566",0.14
"2567",0.11
"2568",0.09
"2569",0.08
"2570",0.06
"2573",0.02
"2581",0.04
"2592",0.29
"2593",0.16
"2596",0.32
"2597",0.33
"2602",0.15
"2605",0.02
"2607",0.07
"2608",0.08
"2613",0.56
"2614",0.57
"2615",0.54
"2616",0.55
"2620",0.45
"2622",3.18
"2623",1.2
"2632",0.49
"2636",0.16
"2638",0.11
"2639",0.11
"2640",0.14
"2641",0.14
"2645",0.1
"2646",0.09
"2647",0.06
"2648",0.06
"2658",0.03
"2660",0.13
"2662",0.03
"2663",0.03
"2664",0.03
"2665",0.06
"2666",0.06
"2668",0.02
"2669",0.03
"2672",0.38
"2673",0.1
"2675",0.21
"2676",0.08
"2685",0.05
"2686",0.05
"2689",0.55
"2691",0.06
"2692",0.05
"2695",0.1
"2696",0.7
"2697",0.7
"2699",0.01
"2704",0.34
"2705",0.07
"2707",0.17
"2708",0.17
"2713",0.01
"2714",0.08
"2715",0.06
"2717",0.07
"2718",0.04
"2719",0.23
"2720",0.2
"2721",0.29
"2722",0.25
"2724",0.24
"2726",0.5
"2727",0.27
"2728",0.28
"2730",0.07
"2731",0.04
"2732",0.05
"2733",0.39
"2734",0.39
"2735",0.15
"2736",0.15
"2737",0.05
"2738",0.05
"2739",0.11
"2740",0.12
"2741",0.34
"2742",0.34
"2743",0.49
"2744",1.4
"2745",1.6
"2746",0.07
"2747",3.95
"2748",1.78
"2749",0.14
"2750",2.13
"2751",0.85
"2752",0.01
"2753",0.14
"2755",0.03
"2757",0.05
"2758",0.29
"2759",0.29
"2765",0.13
"2766",0.14
"2767",0.14
"2768",0.06
"2769",0.06
"2770",0.1
"2771",0.16
"2772",0.16
"2773",0.05
"2774",0.05
"2775",0.08
"2776",0.08
"2777",0.11
"2781",0.12
"2782",0.06
"2783",0.21
"2784",0.27
"2785",0.15
"2786",0.12
"2787",0.01
"2792",0.72
"2793",0.72
"2794",0.18
"2795",0.14
"2799",0.29
"2800",0.41
"2801",8.24
"2802",0.37
"2803",0.47
"2804",0.72
"2805",0.48
"2806",5.18
"2812",1.32
"2815",0.55
"2816",0.11
"2826",0.4
"2828",0.02
"2829",0.02
"2830",0.12
"2831",1.56
"2834",1.02
"2842",0.05
"2843",0.02
"2846",2.82
"2847",0.89
"2849",2.09
"2850",0.66
"2851",0.17
"2853",0.3
"2856",0.15
"2857",0.51
"2858",0.54
"2861",0.33
"2862",0.33
"2864",0.03
"2865",0.18
"2866",0.08
"2868",0.07
"2869",0.07
"2871",0.01
"2878",0.66
"2879",0.66
"2880",0.16
"2881",0.16
"2882",0.3
"2883",0.02
"2884",0.06
"2885",0.36
"2890",0.27
"2891",0.27
"2897",0.48
"2901",0.01
"2907",0.04
"2908",1.75
"2909",0.87
"2910",0.08
"2913",0.2
"2914",0.09
"2919",0.02
"2920",0.89
"2921",0.77
"2922",0.32
"2923",0.32
"2927",0.32
"2928",0.32
"2929",0.02
"2937",0.34
"2938",0.34
"2939",0.09
"2940",0.09
"2943",0.48
"2944",0.27
"2947",2.2
"2948",2.2
"2953",4.16
"2960",1.43
"2961",1.43
"2962",0.21
"2963",0.2
"2964",0.07
"2965",0.07
"2966",0.33
"2967",0.33
"2972",0.26
"2973",0.26
"2974",0.36
"2975",0.36
"2976",0.41
"2977",0.22
"2978",0.41
"2979",0.08
"2980",0.2
"2983",0.24
"2984",0.24
"2985",0.34
"2990",0.01
"2991",0.01
"2993",0.03
"2994",0.03
"3001",0.14
"3006",0.01
"3011",0.01
"3012",0.01
"3013",0.02
"3016",0.56
"3018",0.27
"3019",0.22
"3021",0.36
"3022",0.36
"3023",0.44
"3024",0.17
"3026",0.24
"3027",0.24
"3030",0.06
"3031",0.06
"3032",0.07
"3044",0.14
"3045",0.14
"3046",0.21
"3048",0.14
"3049",0.22
"3050",0.24
"3052",0.05
"3055",0.05
"3056",0.05
"3057",0.02
"3058",0.01
"3059",0.03
"3060",0.06
"3073",0.12
"3074",0.03
"3075",0.03
"3086",0.06
"3087",0.07
"3088",0.07
"3091",0.14
"3092",0.02
"3095",0.03
"3096",0.03
"3103",0.01
"3104",0.02
"3105",0.02
"3108",0.17
"3109",0.17
"3114",0.5
"3115",0.5
"3127",0.54
"3128",0.47
"3130",0.18
"3131",1.15
"3132",0.17
"3139",0.06
"3140",0.06
"3141",0.01
"3143",0.03
"3144",0.03
"3146",0.21
"3147",0.21
"3148",0.22
"3149",0.22
"3156",0.1
"3157",0.07
"3158",0.07
"3159",0.09
"3160",0.06
"3165",0.01
"3166",0.23
"3167",0.76
"3169",0.24
"3175",0.02
"3179",0.03
"3180",0.02
"3189",0.25
"3190",0.25
"3195",0.24
"3196",0.24
"3198",0.45
"3202",0.08
"3203",0.07
"3204",0.21
"3205",0.21
"3215",0.41
"3217",0.43
"3218",0.84
"3219",0.86
"3221",0.18
"3222",0.88
"3223",0.63
"3225",0.09
"3226",0.09
"3228",1.64
"3239",0.07
"3240",0.07
"3241",0.06
"3242",0.06
"3243",0.04
"3244",0.03
"3245",0.03
"3246",0.08
"3247",0.08
"3249",0.02
"3251",0.06
"3253",0.1
"3256",0.13
"3257",0.12
"3260",0.12
"3261",0.05
"3264",0.48
"3265",0.48
"3267",0.58
"3268",0.59
"3269",0.52
"3270",0.53
"3271",0.04
"3272",0.04
"3274",0.14
"3275",0.13
"3279",0.32
"3280",0.32
"3286",0.72
"3287",0.73
"3288",0.02
"3289",0.02
"3291",0.08
"3292",0.09
"3293",0.19
"3294",0.2
"3295",0.07
"3297",4.45
"3298",6.15
"3299",2.63
"3301",0.33
"3303",4.07
"3305",4.84
"3306",0.63
"3307",0.89
"3308",0.03
"3309",0.89
"3310",2.4
"3313",3.19
"3315",1.01
"3316",0.56
"3318",0.07
"3320",0.66
"3321",0.66
"3322",0.07
"3323",0.07
"3325",0.18
"3326",0.2
"3327",0.08
"3331",0.12
"3335",0.04
"3351",0.32
"3352",0.33
"3358",0.02
"3363",0.14
"3368",0.24
"3369",0.24
"3371",2.32
"3372",2.32
"3374",3.42
"3375",3.42
"3377",0.01
"3378",0.01
"3379",13.1
"3380",13.1
"3382",0.87
"3383",0.88
"3384",10.57
"3385",10.57
"3386",11.09
"3387",11.02
"3393",1.08
"3394",20.32
"3395",21.4
"3396",19.39
"3397",11.98
"3398",15.86
"3399",16.38
"3400",8.72
"3401",5.08
"3402",1.35
"3403",1.08
"3404",0.09
"3405",3.54
"3406",3.54
"3408",7.72
"3409",7.72
"3414",0.97
"3415",0.98
"3417",20.81
"3418",0.12
"3419",1.95
"3420",1.95
"3421",0.13
"3422",0.04
"3423",0.04
"3424",16.15
"3425",16.15
"3426",0.97
"3427",0.97
"3429",5.08
"3430",5.08
"3432",0.38
"3433",0.38
"3437",0.04
"3438",0.64
"3439",0.13
"3442",0.04
"3445",0.13
"3446",0.13
"3447",0.11
"3448",0.11
"3449",0.17
"3450",0.17
"3452",0.09
"3453",0.1
"3454",0.13
"3455",0.13
"3456",0.46
"3457",0.46
"3463",0.03
"3468",0.41
"3469",0.41
"3480",0.04
"3496",0.05
"3497",2.3
"3498",0.52
"3499",0.52
"3500",1.03
"3501",1.04
"3503",0.04
"3504",0.04
"3506",0.06
"3507",0.17
"3508",0.22
"3509",0.22
"3510",0.04
"3511",0.04
"3512",0.12
"3513",0.12
"3514",0.07
"3515",0.07
"3516",0.26
"3517",0.09
"3518",0.15
"3519",0.16
"3520",0.11
"3521",0.14
"3522",0.12
"3523",0.12
"3524",0.28
"3525",0.08
"3526",0.08
"3527",0.28
"3546",0.14
"3551",0.06
"3552",0.06
"3554",0.05
"3555",0.04
"3556",0.01
"3557",0.01
"3558",0.02
"3559",0.06
"3562",0.01
"3563",0.62
"3564",0.62
"3567",0.07
"3568",0.08
"3570",0.47
"3571",0.36
"3572",0.36
"3573",0.04
"3575",2.65
"3576",2.65
"3577",1.58
"3579",0.28
"3580",1.39
"3582",0.31
"3583",0.25
"3584",0.14
"3585",0.11
"3586",0.12
"3587",0.1
"3588",0.09
"3589",0.1
"3595",1.99
"3596",0.69
"3597",0.01
"3598",1.98
"3599",2.61
"3600",0.36
"3601",0.42
"3602",0.1
"3603",0.42
"3604",0.55
"3605",0.46
"3606",0.24
"3607",0.1
"3608",0.34
"3609",0.35
"3610",0.34
"3611",0.24
"3612",0.61
"3613",0.42
"3614",0.65
"3615",0.2
"3616",0.23
"3617",0.63
"3618",0.03
"3619",0.64
"3620",0.34
"3621",0.53
"3622",0.77
"3623",0.32
"3625",0.85
"3626",0.04
"3627",0.27
"3628",0.25
"3629",0.37
"3630",0.49
"3631",0.3
"3632",0.52
"3633",0.38
"3634",0.04
"3635",1.02
"3636",0.19
"3637",1.73
"3638",1.69
"3639",0.08
"3640",0.06
"3641",3.73
"3642",0.28
"3643",0.07
"3645",0.02
"3646",0.03
"3647",0.91
"3648",0.14
"3649",0.01
"3650",0.07
"3651",0.05
"3652",0.22
"3658",0.14
"3659",0.07
"3661",0.16
"3662",0.16
"3664",0.38
"3665",0.04
"3666",0.02
"3667",0.11
"3668",0.11
"3671",0.04
"3672",0.1
"3675",1.66
"3700",0.18
"3701",0.17
"3702",0.04
"3703",0.04
"3704",0.11
"3705",0.11
"3712",0.08
"3713",0.08
"3714",0.04
"3717",0.24
"3719",0.35
"3720",0.42
"3723",0.04
"3724",0.05
"3731",0.06
"3732",0.06
"3733",0.01
"3734",0.01
"3737",0.01
"3747",0.02
"3748",0.03
"3751",0.01
"3752",0.01
"3756",0.78
"3757",0.31
"3758",0.13
"3760",2.96
"3761",1.19
"3762",1.19
"3766",0.11
"3767",0.25
"3768",2.19
"3769",1.76
"3770",0.04
"3771",0.5
"3772",0.4
"3773",0.14
"3775",0.22
"3776",0.18
"3778",0.03
"3779",0.01
"3798",0.07
"3800",0.15
"3804",0.01
"3807",0.02
"3808",0.02
"3810",0.04
"3812",0.1
"3820",0.04
"3821",0.04
"3824",0.54
"3825",0.18
"3826",0.43
"3827",0.14
"3830",0.01
"3831",0.19
"3833",1.06
"3834",0.33
"3839",0.05
"3840",0.26
"3841",0.22
"3843",0.04
"3844",0.1
"3845",0.1
"3846",0.38
"3847",0.17
"3848",0.17
"3849",0.43
"3851",0.02
"3852",0.01
"3863",0.01
"3864",0.04
"3866",0.1
"3868",0.17
"3869",0.13
"3871",0.42
"3872",1.26
"3873",0.49
"3874",0.46
"3875",0.11
"3876",0.11
"3878",0.05
"3879",0.05
"3892",0.38
"3893",0.39
"3894",0.02
"3895",0.17
"3896",0.19
"3897",0.28
"3898",0.13
"3903",0.47
"3904",0.06
"3906",0.04
"3910",0.06
"3916",0.08
"3917",0.08
"3920",0.18
"3926",0.26
"3927",0.25
"3928",0.28
"3929",0.28
"3931",0.26
"3932",0.26
"3933",0.74
"3934",0.72
"3935",0.08
"3936",2.99
"3938",1.87
"3941",0.03
"3943",2.78
"3952",0.01
"3953",0.01
"3964",0.07
"3966",0.6
"3970",0.01
"3978",0.07
