"","Global_Sales"
"1512",0.15
"1522",9.87
"1525",12.21
"1526",6.96
"1528",23.42
"1530",35.82
"1531",6.95
"1532",5.47
"1537",0.17
"1539",0.07
"1540",0.07
"1541",0.02
"1542",0.02
"1543",0.03
"1544",0.03
"1545",0.03
"1546",0.03
"1547",0.01
"1548",0.01
"1549",0.01
"1550",0.01
"1551",0.06
"1552",0.07
"1553",0.26
"1554",0.07
"1555",0.07
"1567",0.6
"1576",0.14
"1577",0.14
"1586",0.14
"1587",0.14
"1592",0.1
"1593",0.1
"1594",0.01
"1596",0.01
"1597",0.02
"1599",0.22
"1600",0.08
"1602",3.66
"1603",3.66
"1604",0.74
"1605",0.74
"1606",1.29
"1607",1.29
"1608",1.6
"1609",1.16
"1610",1.16
"1611",0.2
"1612",0.2
"1614",1.78
"1615",1.78
"1616",0.5
"1617",0.5
"1619",0.99
"1620",0.99
"1621",2.5
"1622",2.45
"1623",2.4
"1624",2.35
"1627",0.48
"1628",0.48
"1629",2.63
"1630",2.63
"1637",0.3
"1638",0.01
"1639",0.01
"1641",0.01
"1644",0.9
"1650",0.12
"1652",1.13
"1654",0.54
"1656",0.34
"1659",0.04
"1662",0.05
"1663",0.28
"1664",0.19
"1665",0.88
"1666",0.89
"1668",0.03
"1669",0.11
"1670",0.08
"1675",0.06
"1676",0.14
"1677",0.01
"1678",0.24
"1679",0.16
"1680",0.2
"1681",0.08
"1682",0.05
"1683",0.04
"1684",0.1
"1685",0.05
"1687",0.65
"1688",0.38
"1689",0.25
"1691",0.11
"1692",0.56
"1693",0.12
"1694",0.39
"1695",0.13
"1696",0.09
"1697",0.42
"1698",0.07
"1699",0.07
"1701",0.12
"1704",0.3
"1705",0.3
"1708",0.6
"1709",0.6
"1710",0.93
"1711",0.08
"1712",0.08
"1714",0.41
"1717",0.04
"1718",0.04
"1721",0.02
"1722",0.02
"1726",0.8
"1728",0.69
"1729",0.69
"1731",0.01
"1733",0.01
"1734",0.02
"1735",0.01
"1736",0.03
"1737",0.03
"1738",0.38
"1739",0.38
"1749",0.79
"1751",0.1
"1752",0.1
"1753",0.02
"1754",0.02
"1756",0.27
"1757",0.27
"1759",0.06
"1761",0.27
"1762",0.27
"1763",0.03
"1764",0.03
"1765",0.19
"1766",0.09
"1767",0.14
"1769",0.25
"1770",0.1
"1771",0.01
"1772",0.22
"1773",0.39
"1774",0.35
"1775",0.22
"1776",0.17
"1777",0.17
"1778",0.06
"1780",0.12
"1781",0.12
"1782",0.18
"1783",0.2
"1784",0.02
"1785",0.01
"1786",0.09
"1787",0.09
"1789",0.07
"1790",0.18
"1791",0.01
"1792",0.03
"1794",0.14
"1795",0.06
"1801",0.1
"1802",0.15
"1803",0.15
"1804",0.12
"1805",0.12
"1807",0.01
"1808",0.06
"1809",0.06
"1818",0.07
"1819",0.03
"1822",0.03
"1823",0.03
"1825",3.88
"1826",3.87
"1828",0.01
"1829",0.07
"1830",0.49
"1831",0.34
"1833",1.04
"1834",1.37
"1836",0.25
"1839",0.26
"1840",0.05
"1841",0.1
"1843",0.15
"1844",0.15
"1845",0.16
"1846",0.56
"1847",0.13
"1848",0.09
"1849",0.28
"1850",0.1
"1851",1.92
"1852",0.44
"1854",0.12
"1855",0.08
"1856",0.06
"1857",0.06
"1858",0.14
"1859",0.91
"1860",0.72
"1861",0.14
"1863",0.91
"1864",0.24
"1865",0.73
"1868",0.03
"1869",0.08
"1871",1.03
"1872",0.4
"1873",0.69
"1874",0.12
"1875",0.38
"1876",0.46
"1878",0.65
"1879",0.34
"1880",0.69
"1882",0.47
"1884",0.56
"1885",0.17
"1886",0.17
"1887",0.03
"1888",0.01
"1889",0.14
"1890",0.08
"1891",0.1
"1892",0.05
"1893",0.08
"1895",0.17
"1896",0.09
"1898",0.05
"1899",0.03
"1900",0.34
"1901",0.34
"1902",0.63
"1903",0.47
"1905",0.02
"1906",0.02
"1907",0.16
"1908",0.16
"1910",0.01
"1911",0.12
"1912",0.1
"1914",0.1
"1915",0.1
"1917",0.11
"1918",0.17
"1919",0.63
"1920",0.63
"1921",0.27
"1922",0.27
"1923",0.11
"1924",0.11
"1925",0.04
"1926",0.04
"1927",0.24
"1928",0.24
"1929",0.23
"1930",0.23
"1931",0.29
"1932",0.29
"1933",0.53
"1934",0.53
"1935",0.25
"1936",0.26
"1937",0.25
"1938",0.25
"1940",0.53
"1941",0.53
"1943",1.59
"1944",1.59
"1945",0.81
"1946",0.81
"1947",0.7
"1948",0.7
"1949",0.12
"1950",0.12
"1951",1.41
"1952",1.41
"1953",0.45
"1954",0.45
"1955",0.27
"1956",0.24
"1957",0.31
"1958",1.52
"1959",1.52
"1961",0.98
"1962",0.98
"1963",1.52
"1964",1.52
"1970",0.39
"1972",0.13
"1973",0.12
"1974",0.16
"1975",0.6
"1976",0.2
"1977",0.13
"1978",0.1
"1980",0.15
"1981",0.1
"1982",0.42
"1983",0.43
"1989",0.41
"1990",0.41
"2001",0.56
"2003",0.09
"2005",0.11
"2006",0.42
"2007",0.42
"2008",1.16
"2009",1.16
"2010",0.33
"2011",0.33
"2012",0.31
"2013",0.31
"2016",1.22
"2017",1.22
"2018",0.27
"2019",0.27
"2022",1.08
"2023",1.08
"2024",0.23
"2025",0.23
"2026",0.19
"2027",0.1
"2028",0.19
"2029",0.12
"2030",0.09
"2031",0.58
"2032",0.58
"2033",0.05
"2034",2.72
"2035",0.74
"2036",0.35
"2037",0.05
"2038",1.34
"2039",1.26
"2040",1.29
"2041",1.66
"2042",0.47
"2044",0.21
"2047",2.44
"2053",3.12
"2055",0.27
"2056",1.44
"2057",2.17
"2058",0.84
"2059",0.7
"2060",0.29
"2061",1.21
"2062",0.05
"2063",7.2
"2064",1.71
"2065",0.05
"2066",0.14
"2067",0.43
"2068",1.14
"2069",0.08
"2070",6.9
"2071",2.28
"2073",1.32
"2074",2.31
"2076",2.31
"2077",0.38
"2078",2.81
"2080",0.48
"2081",2.22
"2083",0.8
"2085",2.11
"2086",0.82
"2087",0.27
"2088",0.26
"2089",0.56
"2090",0.3
"2091",0.08
"2092",4.37
"2093",2.89
"2094",1.16
"2095",0.28
"2096",1.29
"2097",1.58
"2098",1.04
"2100",0.07
"2101",2.74
"2102",1.12
"2103",0.28
"2104",1.54
"2106",2.1
"2107",0.39
"2108",0.85
"2110",0.02
"2111",2.18
"2112",0.73
"2114",0.48
"2115",0.48
"2117",0.77
"2118",0.77
"2119",0.13
"2120",0.04
"2121",2.41
"2122",2.05
"2124",0.78
"2125",1.11
"2126",2.06
"2128",0.06
"2129",2.68
"2131",0.76
"2132",1.92
"2137",0.19
"2138",0.69
"2139",0.44
"2141",0.19
"2142",0.36
"2143",2.01
"2144",0.28
"2145",1.37
"2146",0.23
"2147",0.07
"2148",1.4
"2149",2.06
"2151",0.77
"2152",0.65
"2153",1.69
"2154",0.87
"2155",0.87
"2162",0.24
"2163",0.04
"2164",0.03
"2165",0.13
"2166",0.09
"2167",0.09
"2169",0.27
"2171",0.17
"2178",0.41
"2180",0.14
"2182",0.34
"2183",0.34
"2186",0.04
"2190",0.17
"2195",0.05
"2196",0.03
"2197",0.1
"2206",0.14
"2207",0.14
"2209",0.05
"2210",0.04
"2219",0.08
"2220",0.08
"2222",0.02
"2223",0.02
"2224",0.04
"2225",0.04
"2227",0.15
"2229",0.03
"2230",0.03
"2233",0.06
"2234",0.06
"2235",0.25
"2236",0.08
"2237",0.06
"2238",0.06
"2241",1.67
"2242",0.6
"2243",2.05
"2246",0.11
"2247",0.11
"2248",0.03
"2249",0.08
"2256",0.01
"2263",0.77
"2264",0.77
"2267",0.06
"2269",0.16
"2270",1.18
"2271",1.18
"2278",0.09
"2284",0.05
"2288",0.02
"2289",0.02
"2292",0.05
"2293",0.01
"2294",0.01
"2298",0.27
"2299",0.04
"2300",0.02
"2302",0.13
"2303",0.11
"2305",1.28
"2306",1.04
"2308",0.41
"2309",0.23
"2311",0.55
"2312",0.2
"2313",2.12
"2314",2.12
"2315",2.1
"2316",0.03
"2319",0.02
"2321",0.9
"2323",2.48
"2328",0.17
"2329",0.17
"2331",0.17
"2335",0.13
"2336",0.08
"2337",0.08
"2338",0.28
"2339",0.28
"2340",0.09
"2341",0.09
"2344",2.14
"2346",2.06
"2347",2.06
"2352",0.03
"2353",0.02
"2356",0.03
"2357",0.18
"2371",0.06
"2372",0.06
"2373",0.16
"2376",1.96
"2382",1.17
"2383",1.17
"2387",0.57
"2388",0.57
"2389",0.01
"2390",0.27
"2391",0.04
"2392",0.04
"2393",0.01
"2394",0.01
"2398",0.32
"2400",0.35
"2401",0.13
"2402",0.05
"2410",0.06
"2411",0.06
"2413",0.14
"2415",0.6
"2416",0.6
"2417",0.07
"2418",0.07
"2422",0.17
"2423",0.17
"2426",0.18
"2428",0.19
"2429",0.19
"2433",0.02
"2434",0.02
"2438",0.03
"2439",0.03
"2444",0.04
"2447",0.03
"2448",0.08
"2449",0.24
"2450",0.02
"2451",0.11
"2452",0.02
"2453",0.16
"2454",0.08
"2456",0.07
"2457",0.03
"2458",0.05
"2459",0.06
"2460",0.79
"2461",0.79
"2463",1.41
"2464",1.41
"2465",0.2
"2466",0.18
"2468",0.1
"2469",0.1
"2470",0.5
"2471",0.5
"2472",0.2
"2473",0.2
"2475",1.37
"2476",1.37
"2477",0.15
"2478",0.15
"2479",1.07
"2480",1.07
"2481",0.02
"2482",0.18
"2483",0.12
