"","Global_Sales"
"1532",1.75
"1534",0.69
"1537",5.13
"1538",2.36
"1539",0.36
"1541",2.12
"1543",1.7
"1545",0.17
"1546",0.16
"1547",0.03
"1548",0.03
"1549",0.33
"1550",0.33
"1551",0.18
"1552",0.18
"1554",0.14
"1555",0.14
"1557",1.67
"1558",0.47
"1565",1.26
"1566",0.02
"1567",0.65
"1568",0.52
"1569",0.92
"1570",3.05
"1578",0.11
"1587",0.06
"1589",1.46
"1590",0.65
"1591",0.75
"1592",1.08
"1593",0.3
"1594",0.42
"1595",0.26
"1597",0.64
"1598",0.12
"1608",0.33
"1609",0.32
"1611",0.05
"1613",0.39
"1614",0.16
"1616",5.92
"1618",2.61
"1620",3.43
"1622",0.75
"1623",2.06
"1624",1.47
"1627",0.3
"1628",0.3
"1630",0.39
"1632",0.36
"1633",0.36
"1637",0.01
"1642",0.04
"1643",0.18
"1644",0.17
"1645",0.17
"1646",0.5
"1647",0.5
"1649",0.12
"1652",0.12
"1653",0.12
"1662",0.24
"1671",0.31
"1672",0.89
"1673",0.66
"1675",1.31
"1676",0.28
"1685",0.02
"1686",0.02
"1687",0.01
"1688",0.01
"1692",0.69
"1693",0.69
"1698",1.59
"1699",1.59
"1702",2.28
"1706",0.03
"1707",0.03
"1718",0.06
"1720",0.04
"1723",0.21
"1724",0.21
"1725",0.77
"1726",0.77
"1733",0.04
"1735",0.83
"1737",0.81
"1741",0.23
"1742",0.23
"1746",0.36
"1747",0.17
"1748",0.06
"1752",1.17
"1756",0.93
"1757",0.93
"1759",0.79
"1763",0.52
"1764",0.52
"1766",0.28
"1767",0.28
"1768",0.88
"1769",0.88
"1770",0.06
"1775",0.42
"1776",0.59
"1777",0.13
"1779",0.28
"1780",0.28
"1781",0.18
"1782",0.13
"1783",0.26
"1785",0.07
"1787",0.25
"1789",0.31
"1790",0.31
"1791",0.17
"1793",0.14
"1798",1.16
"1801",0.01
"1802",0.01
"1803",0.03
"1804",0.14
"1805",0.04
"1806",0.01
"1807",0.01
"1808",0.56
"1809",0.56
"1813",0.35
"1815",1.04
"1816",0.07
"1818",0.75
"1819",0.75
"1823",0.42
"1824",0.58
"1826",0.29
"1827",0.07
"1828",0.07
"1829",0.07
"1830",0.55
"1831",0.43
"1832",0.22
"1833",0.11
"1834",0.36
"1835",0.3
"1836",0.35
"1838",0.28
"1839",0.28
"1868",0.11
"1870",0.05
"1872",0.05
"1873",0.01
"1888",0.06
"1889",1.14
"1890",1.17
"1891",0.08
"1892",0.42
"1893",0.19
"1894",0.43
"1895",0.04
"1896",0.02
"1897",0.28
"1898",0.13
"1907",0.03
"1913",0.06
"1914",0.07
"1918",0.51
"1919",0.03
"1920",0.19
"1921",0.31
"1922",0.26
"1923",0.17
"1924",0.37
"1925",0.56
"1928",0.68
"1929",0.06
"1930",0.14
"1953",0.04
"1954",0.04
"1955",0.07
"1956",0.07
"1957",0.03
"1958",0.03
"1961",0.22
"1968",0.61
"1969",0.6
"1970",2.22
"1971",30.01
"1972",0.78
"1973",9.82
"1974",5.19
"1976",28.62
"1978",0.05
"1979",0.05
"1981",0.5
"1982",0.44
"1984",0.01
"1985",0.43
"1986",0.42
"2004",1.5
"2030",0.99
"2034",1.24
"2043",0.06
"2047",0.73
"2048",0.73
"2054",0.03
"2058",0.14
"2059",0.01
"2060",0.17
"2062",0.03
"2063",0.08
"2064",0.07
"2065",0.11
"2092",0.28
"2093",0.27
"2094",0.35
"2096",0.54
"2097",0.1
"2098",0.13
"2100",0.05
"2102",0.05
"2104",0.05
"2106",0.02
"2107",0.11
"2108",0.11
"2117",0.1
"2119",0.09
"2120",0.06
"2121",0.08
"2122",0.08
"2123",0.11
"2124",0.07
"2125",0.1
"2128",0.11
"2129",0.37
"2132",0.49
"2133",0.17
"2134",0.18
"2135",0.09
"2136",0.09
"2138",0.21
"2139",0.21
"2140",0.07
"2141",0.08
"2142",0.15
"2143",0.15
"2147",0.07
"2148",0.07
"2151",0.21
"2152",0.21
"2162",0.82
"2164",0.11
"2166",0.28
"2168",0.13
"2170",0.07
"2171",0.04
"2174",0.02
"2180",0.05
"2181",0.05
"2183",0.1
"2189",0.08
"2190",0.08
"2191",1.29
"2193",0.33
"2194",1.31
"2198",0.07
"2199",0.08
"2200",0.2
"2201",0.07
"2203",0.28
"2204",0.28
"2210",4.5
"2211",4.5
"2222",0.18
"2226",0.07
"2228",0.55
"2229",0.06
"2230",0.06
"2231",0.54
"2232",0.54
"2236",1.1
"2239",0.03
"2240",0.03
"2243",0.13
"2248",0.33
"2251",0.02
"2252",0.02
"2268",0.09
"2269",0.11
"2271",0.09
"2272",0.11
"2278",0.09
"2279",0.09
"2280",0.12
"2281",0.12
"2283",0.06
"2284",0.06
"2290",0.27
"2291",0.28
"2297",0.01
"2298",0.16
"2299",0.05
"2300",0.03
"2307",0.72
"2308",1.14
"2311",0.02
"2312",0.02
"2317",0.02
"2318",0.02
"2324",1.25
"2325",0.2
"2326",0.14
"2327",0.03
"2328",0.85
"2329",0.51
"2330",0.66
"2331",0.5
"2332",0.27
"2334",3.33
"2335",1.17
"2336",2.38
"2337",0.75
"2338",0.02
"2339",1.89
"2340",0.09
"2341",0.09
"2342",2.59
"2343",1.15
"2344",2.78
"2346",0.58
"2347",0.29
"2348",3.77
"2350",2.57
"2351",1.33
"2352",0.38
"2357",3.03
"2360",0.02
"2365",0.3
"2366",0.3
"2369",0.64
"2371",0.32
"2373",0.14
"2375",0.07
"2376",0.03
"2377",0.29
"2378",0.07
"2379",0.64
"2380",0.5
"2381",0.26
"2384",0.69
"2386",0.66
"2387",1.5
"2388",0.16
"2389",0.21
"2390",0.68
"2391",0.46
"2392",0.38
"2393",0.15
"2394",0.08
"2395",1.03
"2396",0.59
"2397",0.58
"2398",0.79
"2400",0.06
"2435",0.03
"2436",0.03
"2441",0.28
"2442",0.23
"2443",0.82
"2444",0.12
"2448",0.14
"2449",0.14
"2468",0.02
"2470",0.17
"2471",0.35
"2478",0.02
"2481",0.02
"2490",0.03
"2491",0.03
"2499",0.03
"2500",0.22
"2501",0.22
"2506",0.12
"2507",0.12
"2508",0.03
"2511",0.04
"2512",0.04
"2513",0.09
"2514",0.09
"2515",0.04
"2516",0.04
"2517",0.46
"2518",0.3
"2519",2.1
"2520",0.14
"2521",0.09
"2522",0.18
"2523",0.15
"2524",0.25
"2525",0.08
"2528",0.07
"2529",0.05
"2530",0.04
"2532",0.78
"2533",0.78
"2534",0.6
"2536",0.14
"2537",0.55
"2555",0.99
"2556",0.6
"2557",0.18
"2558",0.05
"2559",0.05
"2566",0.03
"2567",0.1
"2570",0.12
"2573",0.08
"2574",0.03
"2575",0.06
"2592",0.07
"2593",0.15
"2595",0.23
"2600",0.96
"2609",0.01
"2610",0.01
"2611",0.13
"2617",0.08
"2620",0.11
"2623",0.36
"2625",1.02
"2627",1.86
"2628",0.55
"2629",0.17
"2631",0.31
"2633",0.2
"2634",0.3
"2635",0.12
"2636",0.21
"2639",0.05
"2640",0.05
"2645",0.03
"2646",0.03
"2649",0.05
"2650",0.05
"2651",0.08
"2652",0.08
"2655",0.13
"2656",0.13
"2665",0.23
"2666",0.28
"2667",0.43
"2668",0.45
"2669",0.29
"2670",0.27
"2671",0.27
"2672",1.07
"2673",0.37
"2674",2.34
"2675",0.61
"2676",1.36
"2677",0.31
"2678",0.7
"2679",0.52
"2680",0.95
"2681",0.91
"2682",0.45
"2685",1.81
"2686",0.07
"2687",0.07
"2688",0.83
"2691",1.21
"2692",0.58
"2693",0.55
"2694",0.28
"2696",0.61
"2716",1.82
"2727",2.24
"2728",2.24
"2729",1.8
"2730",1.8
"2731",1.4
"2732",2.42
"2733",2.42
"2736",0.12
"2740",2.56
"2742",1.27
"2744",1.15
"2745",2.77
"2748",0.25
"2749",0.29
"2751",1.5
"2753",1.97
"2754",1.37
"2755",1.74
"2756",0.74
"2758",0.56
"2759",0.29
"2760",1.06
"2761",0.11
"2762",1.63
"2763",1.42
"2765",1.6
"2768",2.96
"2770",0.9
"2771",0.9
"2772",0.12
"2774",0.49
"2776",0.4
"2777",0.47
"2779",0.31
"2780",0.13
"2781",3.15
"2782",1.17
"2783",4.34
"2787",1.18
"2788",0.48
"2791",1.05
"2797",6.03
"2798",0.04
"2805",1.76
"2820",0.76
"2821",1.03
"2822",2.2
"2823",0.96
"2829",0.06
"2831",0.12
"2832",0.09
"2833",0.11
"2855",1.06
"2857",0.47
"2859",0.02
"2860",0.9
"2861",0.68
"2862",0.31
"2863",0.48
"2864",0.57
"2868",0.13
"2873",1.33
"2878",0.3
"2879",0.01
"2880",0.01
"2881",0.02
"2882",0.02
"2889",1.23
"2890",1.23
"2891",0.95
"2893",1.67
"2894",0.57
"2895",0.33
"2897",0.49
"2899",0.33
"2901",0.51
"2902",0.32
"2903",1.19
"2904",0.2
"2905",1.08
"2906",0.03
"2907",0.05
"2908",0.09
"2910",0.07
"2914",0.33
"2915",0.25
"2916",3.52
"2918",1.58
"2919",2.17
"2920",0.65
"2922",5
"2924",0.29
"2925",0.29
"2926",0.64
"2927",0.64
"2928",0.14
"2929",0.14
"2930",0.3
"2931",0.71
"2932",0.71
"2933",1.97
"2934",1.97
"2935",2.23
"2936",3.71
"2938",0.1
"2949",0.03
"2950",0.03
"2952",0.02
"2953",0.02
"2955",0.01
"2957",0.02
"2972",0.05
"2973",0.05
"2980",0.01
"2984",0.08
"2985",0.08
"2992",0.46
"2995",0.08
"2996",0.08
"2999",0.22
"3007",0.63
"3008",0.63
"3013",0.07
"3014",1.18
"3018",0.22
"3019",10.79
"3020",4.25
"3021",10.42
"3023",11.89
"3026",5.49
"3028",10.55
"3030",2.6
"3031",5.07
"3032",40.24
"3034",7.46
"3037",5.2
"3038",17.28
"3043",2.65
"3047",11.52
"3048",7.69
"3050",18.14
"3054",5.19
"3056",3.18
"3060",6.31
"3061",0.69
"3062",5.46
"3063",20.61
"3066",2.91
"3067",4.12
"3071",0.01
"3079",0.03
"3080",0.15
"3081",0.03
"3083",0.08
"3085",3.76
"3087",1.07
"3090",0.01
"3115",0.04
"3127",0.46
"3128",0.33
"3129",0.62
"3130",0.13
"3131",0.55
"3132",0.4
"3133",1.15
"3134",0.09
"3135",0.17
"3136",0.15
"3138",0.07
"3146",0.08
"3148",0.16
"3149",0.07
"3156",0.65
"3157",0.25
"3159",4.17
"3161",0.01
"3163",0.13
"3164",0.25
"3165",0.2
"3183",0.01
"3185",0.01
"3199",0.35
"3201",0.03
"3210",0.04
"3211",0.12
"3213",0.1
"3214",0.09
"3215",0.05
"3216",0.05
"3223",0.14
"3224",0.14
"3229",0.38
"3234",0.06
"3235",0.67
"3236",0.11
"3237",0.54
"3238",0.2
"3239",0.34
"3240",0.2
"3242",0.35
"3243",0.21
"3252",0.03
"3253",0.03
"3265",0.19
"3266",0.17
"3267",0.54
"3268",0.24
"3276",0.56
"3281",0.15
"3282",0.02
"3290",0.04
"3291",0.04
"3294",0.21
"3295",0.01
"3302",0.37
"3303",0.38
"3305",0.19
"3306",0.19
"3310",0.46
"3311",0.4
"3312",0.4
"3313",0.46
"3314",0.58
"3315",0.32
"3316",0.37
"3317",0.37
"3319",0.42
"3320",0.42
"3321",0.21
"3322",0.22
"3323",0.86
"3324",0.85
"3325",0.02
"3326",0.02
"3327",0.01
"3333",1.79
"3340",0.52
"3355",0.03
"3356",0.03
"3357",0.01
"3358",0.01
"3362",0.43
"3363",0.64
"3365",0.47
"3371",0.09
"3372",0.09
"3377",1.51
"3378",1.51
"3379",0.89
"3380",1.08
"3381",1.01
"3382",1.04
"3396",0.69
"3403",0.23
"3404",0.11
"3405",0.1
"3406",0.1
"3407",0.13
"3414",1.46
"3415",0.94
"3417",1.76
"3418",0.54
"3421",0.07
"3423",0.35
"3424",0.04
"3433",0.34
"3437",0.2
"3438",0.2
"3440",0.28
"3441",0.28
"3442",0.14
"3443",0.14
"3473",0.05
"3476",0.07
"3477",0.06
"3483",0.28
"3484",0.29
"3491",0.26
"3492",0.26
"3494",0.29
"3496",0.11
"3504",0.03
"3505",0.03
"3508",0.03
"3519",0.93
"3521",1.71
"3522",1.71
"3533",0.01
"3538",0.04
"3541",0.03
"3544",0.04
"3550",1.86
"3552",0.12
"3562",0.27
"3563",1.17
"3564",0.18
"3565",0.13
"3566",0.2
"3567",0.53
"3568",0.11
"3574",0.08
"3575",0.05
"3609",0.06
"3610",0.24
"3611",0.1
"3614",0.12
"3622",1.46
"3623",0.02
"3624",0.75
"3625",0.4
"3626",0.65
"3627",1.02
"3628",0.62
"3629",0.07
"3631",0.23
"3632",0.03
"3633",0.07
"3636",0.13
"3637",0.13
"3644",2.2
"3645",2.26
"3646",1.48
"3648",0.38
"3649",0.38
"3650",1.17
"3651",0.44
"3652",0.66
"3663",0.15
"3664",0.14
"3665",0.11
"3666",0.11
"3667",0.12
"3668",0.12
"3669",0.11
"3670",0.11
"3671",0.13
"3672",0.06
"3681",0.01
"3683",0.1
"3705",0.05
"3708",0.04
"3713",0.04
"3715",0.01
"3716",0.01
"3718",0.05
"3719",0.05
"3726",0.51
"3736",0.2
"3737",0.12
"3738",0.64
"3739",0.21
"3747",0.02
"3757",0.29
"3759",0.1
"3760",0.65
"3761",0.65
"3762",0.39
"3763",0.22
"3765",2.8
"3767",1.36
"3769",2.85
"3772",1.29
"3776",0.14
"3777",0.13
"3779",0.16
"3780",0.05
"3796",0.14
"3797",0.03
"3798",1.41
"3799",1.79
"3800",2.35
"3801",3.04
"3802",0.01
"3803",0.15
"3804",0.07
"3805",0.15
"3806",0.04
"3807",0.89
"3808",1.21
"3809",0.03
